4558563	Fantastisch.	4543322	Prekasno.
472	Ich bin einverstanden.	4543320	Slažem se.
797812	Hast du Geld?	4543319	Imaš li novaca?
536211	Ich auch.	4543303	Ja također.
4558576	Können Sie mir sagen, wo das WC ist?	3957610	Možete li mi reći gdje je zahod?
4558577	John hat sich auf der Couch ausgestreckt.	945029	John se ispružio na naslonjaču.
345477	Beeil dich! Wir haben nicht viel Zeit.	2208950	Požuri se! Nemamo puno vremena.
4558592	Mir fehlt meine Familie und mein Heimatland.	1048042	Nedostaje mi moja obitelj i moja domovina.
4558596	Wann kommst du nach Boston?	3457731	Kada dolaziš u Boston?
4558604	Ich habe zugesehen, wie er springt.	742842	Gledao sam kako skače.
4561008	Zeig her.	4543318	Pokaži.
4561012	Japan hat diplomatische Beziehungen zu China.	658899	Japan ima diplomatske odnose s Kinom.
4561018	Das Wichtigste ist ein starker Wille, Englisch zu lernen.	2157062	Najvažnija je jaka želja naučiti engleski.
4561023	Kann ich mir diese CD ausleihen?	1106350	Mogu li posuditi ovaj cd?
4561027	Das Essen war in Italien hervorragend.	2197413	Hrana u Italiji je bila odlična.
4561031	Ich brauche Schlaftabletten.	1051044	Trebaju mi tablete za spavanje.
4561033	Eine Fremdsprache zu lernen ist leicht.	658894	Lako je učiti strani jezik.
1418978	Tom ist verschwunden.	4543255	Tom je nestao.
4561038	Wir danken Gott für seine Hilfe.	1102035	Zahvaljujemo Bogu što nam pomaže.
734551	Bist du fertig?	936727	Jesi li završila?
4561050	Ihn zu überzeugen ist sehr schwer.	960429	Njega uvjeriti je vrlo teško.
903552	Möchtest du was trinken?	4543317	Oš šta popit? (in dalmatia)
4517234	Möchtest du etwas trinken?	4543315	Hoćeš li nešto popiti?
910965	Schäm dich!	4543309	Srami se!
2122378	Warte!	4543308	Čekaj!
355345	Wach auf!	4543306	Probudi se!
630543	Was für eine Schande!	4543282	Kakva sramota!
4561067	Frag Tom.	4543280	Pitaj Toma.
4561068	Bitte sing.	4543279	Pjevaj, molim te.
4561070	Ruf uns an.	4543274	Nazovi nas.
4561071	Versuch ein bisschen.	4543273	Probaj malo.
1174265	Setz dich!	4543267	Sjedni.
4561075	Iss langsam.	4543264	Jedi polako.
4561076	Hör auf, dir Sorgen zu machen.	4543263	Prestani se brinuti.
547386	Ich verstehe.	4543262	Razumijem.
4561079	Mama hat geweint.	4543261	Mama je plakala.
4561082	Etwas ist passiert.	4543260	Nešto se dogodilo.
4561087	Sie ist verschwunden.	4543259	Nestala je.
4561088	Oh, Nein!	4543258	Oh, ne!
4561090	Ich bitte dich, geh!	4543244	Molim te, odlazi.
4561091	Fang ihn.	4543243	Uhvati ga.
778367	Natürlich!	4543239	Naravno!
500393	Sprich lauter!	4543200	Govori glasnije!
4561096	Versuch es nochmal.	4543193	Pokušaj opet.
370249	Lauter, bitte.	4543184	Glasnije, molim.
4561101	Es blühen die Blumen.	4543182	Cvjeta cvijeće.
4561102	Alle haben gelacht.	4543178	Svi su se smijali.
368050	Die Rechnung bitte.	4543174	Račun, molim.
4561105	Ich versuche es.	4543172	Pokušavam.
4561108	Ich bin vor 3 Jahren hierher gezogen.	4542159	Ima 3 godine da sam doselio ovjde.
4561110	Ich bin hier, weil mir gesagt wurde, ich solle herkommen.	4542154	Tu sam jer mi je rečeno da dođem.
4561112	Dieses Lied erinnert mich an meine Heimatstadt.	4542138	Ova pjesma me podsjeća na rodni grad.
4561115	Könnte das Liebe sein?	4542129	Je li moguće da je ovo ljubav?
4561120	Ich habe mich gut für diesen Test vorbereitet.	2156731	Dobro sam se pripremio za taj test.
4561137	Wer ist dieser Mann auf der anderen Seite des Tisches?	1051623	Tko je taj čovjek s druge strane stola?
4561142	Ich bewunderte die Aussicht.	3179075	Divio sam se pogledu.
4561153	Das Gute besiegt stets das Böse.	2658005	Dobro uvijek pobjeđuje zlo.
4561161	Gestern bin ich um zehn schlafen gegangen.	1102042	Jučer sam išao spavati u deset sati.
3421599	Das Mädchen ist hübsch.	4573893	Djevojka je lijepa.
366461	Fantastisch!	4543129	Fantastično!
351739	Er ist aus Kanada zurückgekehrt.	742840	Vratio se iz Kanade.
4052458	Man spricht in Kanada Französisch und Englisch.	937037	U Kanadi se govori engleski i francuski.
452586	In Kanada spricht man Englisch und Französisch.	937037	U Kanadi se govori engleski i francuski.
5079182	Tom bat Mary ihm zu sagen, wo sie die Diamanten versteckt hatte.	5049573	Tom je pitao Mary da mu kaže gdje je sakrila dijamante.
5079188	Tom war so freundlich, dass er mir das Geld lieh, das ich brauchte.	5049572	Tom je bio toliko ljubazan da mi posudi novac koji mi je trebao.
5079192	Bring mir Essig und Öl, bitte.	5049570	Donesi mi ocat i ulje, molim lijepo.
5079302	Wir haben sie gerade eben gesehen.	5049569	Upravo smo ju vidjeli.
5079303	Tom hat ein ausgezeichnetes Gedächtnis.	5049568	Tom ima odlično pamćenje.
5079304	Dieses Wochenende können wir kostenlos telefonieren.	5049565	Ovaj vikend možemo telefonirati bez naknade.
5079306	Tom hat den ganzen Nachmittag Tennis gespielt.	5049562	Tom je proveo cijelo popodne igrajući tenis.
5079316	Ich will, dass du rätst.	5036598	Želim da pogađaš.
5079318	Jetzt kannst du kommen.	5029602	Sad možeš doći.
5079321	Tom und ich gingen in dieselbe Schule.	5027720	Tom i ja smo išli u istu srednju školu.
5079756	Sie ist keine Schönheit.	5017987	Ona nije ljepotica.
5079801	Er ging ans Meer, um zu schwimmen.	655367	Otišao je na more da bi plivao.
438790	Wie sagt man...?	478216	Kako se kaže...?
5079807	Der Mensch ist ein rationales Wesen.	655489	Čovjek je racionalno biće.
555827	Jeder muss sterben.	655471	Svatko umire.
5079813	Euer Vorschlag widerspricht unserem.	655468	Vaš prijedlog je suprotan našemu.
5079815	Ich kann mich mit dir bezüglich dieser Frage nicht einigen.	655455	Ne mogu se s tobom dogovoriti po tom pitanju.
5079822	Mädchen haben locker getanzt, wie ein Schwarm Schmetterlinge.	655454	Djevojke su lagano plesale, kao mnoštvo leptira.
5079826	Heute ist es bewölkter als gestern.	655437	Danas je više oblaka nego jučer.
5079827	In diesem Buch vergleicht der Autor Japan und Amerika.	656252	U toj knjizi autor uspoređuje Japan i Ameriku.
5079829	Du kannst immer auf mich zählen.	656245	Možeš uvijek računati na mene.
800186	Er spielt Golf.	656242	On igra golf.
3533959	Ich sterbe vor Hunger.	655531	Umirem od gladi!
5079833	Er ist gut gebaut.	655528	Dobro je građen.
5079835	Sie hat darauf bestanden, dass er ins Krankenhaus geht.	655521	Inzistirala je da on ode u bolnicu.
5079837	Mir hat Biologie nie gefallen.	658904	Nikada mi se nije sviđala biologija.
5089393	Dein Französisch hat sich definitiv verbessert.	5020899	Tvoj francuski se definitivno poboljšao.
5089396	Nächsten Montag und Dienstag sind Feiertage.	5020801	Sljedeći ponedjeljak i utorak su praznici.
1209	Er ist ein guter Mensch.	5017953	On je dobra osoba.
358302	Alle mögen ihn.	5017934	Svi ga vole.
477	Lass mich in Ruhe!	5013786	Ostavi me na miru!
5089410	Missgeschicke passieren.	5013407	Nesreće se događaju.
1495929	Machst du Witze?	5013366	Šališ se?
678318	Die Guten sterben jung.	5011322	Dobri umiru mladi.
5089425	Ich bin kälteresistent.	4982253	Otporna sam na hladnoću.
5089712	Mir gefällt dieses kalte Wetter sehr.	4982228	Jako mi se sviđa ovo hladno vrijeme.
5089822	Wir sehen, was wir sehen wollen.	4776969	Vidimo ono što želimo vidjeti.
5089826	Tom jammert fortwährend.	4701420	Tom se stalno žali.
5089831	Karton ist stärker als Papier.	4701389	Karton je jači od papira.
674823	Ich bin heute Morgen in die Kirche gegangen.	5577653	Jutros sam išao u crkvu.
1179416	Wir dachten, dass die Erde um die Sonne kreist.	5579737	Mislili smo da se Zemlja okreće oko Sunca.
4702271	Das ist Fisch.	5579749	Ovo je riba.
3238652	Ich hoffe, du begehst keine Dummheit.	5580012	Nadam se da nećeš učiniti nešto glupo.
1735121	Die Menschen vergleichen den Tod manchmal mit dem Schlaf.	5580491	Ljudi katkad uspoređuju smrt sa snom.
2363604	Sag ihm, er soll nicht zu spät zur Schule sein.	5580571	Reci mu da ne kasni u školu.
2326119	Ich bezweifle, dass Tom so dumm wäre.	5585608	Sumnjam da bi Tom bio tako glup.
625404	Stimme deine Pläne mit meinen ab.	5587239	Uskladi svoje planove s mojima.
494268	Ihr habt drei Katzen.	2208992	Imate tri mačke.
4794110	Tom, wir haben ein Problem.	5751317	Tome, imamo problem.
2916095	Ich gehe an den Strand.	5975774	Idem na plažu.
3626024	Lass den Koffer dort!	6075458	Ostavi kufer tamo.
3104373	Er stand mit der Hand in der Tasche am Tor.	6158848	Stajao je na vratima s rukom u džepu.
3104374	Er ist ein Verräter.	6158849	On je izdajica.
3104376	Sie hat mir alles gesagt.	6158850	Rekla mi je sve.
3104376	Sie hat mir alles gesagt.	6158851	Ona mi je sve rekla.
3104377	Er hat mir alles gesagt.	6158852	Sve mi je rekao.
3104377	Er hat mir alles gesagt.	6158853	On mi je sve rekao.
3104381	Tom wollte berühmt werden.	6158855	Tom je htio postati poznat.
1001896	Wie viele Bücher kann ich auf einmal mitnehmen?	3457761	Koliko knjiga mogu uzeti odjednom?
228	Was hast du geantwortet?	5255042	Što si odgovorio?
1495402	Eine gute Frage.	5008885	Dobro pitanje.
431823	Nichts ist wichtiger als die Gesundheit.	6329233	Ništa nije važnije od zdravlja.
6377365	Ihre Hunde bellen.	6386884	Njezini psi laju.
360563	Wir leben auf der Erde.	5580020	Živimo na Zemlji.
699447	Mein Vater ist Frühaufsteher.	2157051	Moj otac rano ustaje.
7015305	Kanada ist kein Paradies.	5740867	Kanada nije raj.
4948792	Ich bin Ricardo.	6824265	Ja sam Ricardo.
4356478	Ich mag Himbeeren.	7797761	Ja Volim Maline.
8103445	Ich habe bis zweihundert gezählt.	4267018	Brojala sam do dvjesto.
8103445	Ich habe bis zweihundert gezählt.	4267019	Brojao sam do dvjesto.
8328722	Wir müssen warten.	8329465	Moramo čekati.
8165868	Fahr!	8367604	Vozi!
375825	Was ist passiert?	1053812	Što se dogodilo?
2356856	Was, zum Teufel, passiert hier?	8613421	Što se dovraga događa ovdje?
559919	Warum hast du gelogen?	8763229	Zašto si lagao?
559919	Warum hast du gelogen?	8763230	Zašto si lagala?
5868810	Wo ist mein Trinkgeld?	8763354	Gdje je moj bakšiš?
5868810	Wo ist mein Trinkgeld?	8763355	Gdje je moja napojnica?
450739	Die Großhandelspreise sind im Wesentlichen stabil.	9685592	Veleprodajne cijene su u osnovi stabilne.
5377323	Tom hatte im Wesentlichen recht.	9685593	Tom je suštini bio u pravu.
4249441	Ich erkenne keinen wesentlichen Unterschied.	9685595	Ne vidim neku suštinsku razliku
8840042	Das ist nicht wesentlich.	9685596	To nije bitno.
1659020	Der Krieg ist im Wesentlichen vorbei.	9685601	Rat je u suštini završen.
8069740	Du hast das Wesentliche nicht verstanden.	9685604	Nisi shvatio suštinu.
767549	Ich muss lernen.	10002006	Moram učiti.
1551238	Die Sonne hat neun Planeten.	2213866	Sunce ima devet planeta.
10369362	Ich habe Deutsch gelernt.	10363181	Naučio sam njemački.
1392611	Wir besitzen drei Flugzeuge.	10844843	Posjedujemo tri aviona.
1392611	Wir besitzen drei Flugzeuge.	10844845	Imamo tri aviona.
1985468	Ich besitze einen Computer.	10844847	Posjedujem računalo.
3794300	Ich besitze eine Jacht.	10844848	Vlasnik sam jahte.
3794300	Ich besitze eine Jacht.	10844850	Posjedujem jahtu.
2297034	Schreib mir!	10844867	Piši mi!
5343998	Schreiben Sie!	10844868	Pišite!
2127246	Ich heiße Dušana.	10952182	Zovem se Dušana.
363345	Alle lachten.	742817	Svi su se nasmijali.
6055502	Was du da sagst, hat keinen Sinn.	11175236	To što govoriš nema smisla.
6055507	Im Brief steht nicht, wann sie genau nach Tokio kommt.	11175293	Na pismu se ne kaže točno kada će doći u Tokio.
11183319	Vino, koje tu rade, je poznato.	742835	Vino, koje tu rade, je poznato.
11183320	Jesi li ti slučajno doktor?	6078315	Jesi li ti slučajno doktor?
11538179	Fußball ist gut.	937076	Nogomet je dobar.
11638495	Aug um Auge, Zahn um Zahn.	5848065	Oko za oko, zub za zub.
